female,black,hispanic,bytest,dadcoll,momcoll,ownhome,urban,cue80,stwmfg80,dist,tuition,ed,incomehi
1,0,0,63.35,0,1,1,0,5.1,8.89,1,0.25751,15,0
1,0,0,53.8,0,1,0,0,5.1,8.89,1,0.25751,14,0
1,0,0,49.19,0,0,1,0,5.1,8.89,1,0.25751,12,0
1,0,1,44.68,1,0,1,0,6.6,8.89,0.6,0.25751,15,0
0,0,1,39.39,0,0,1,0,6.6,8.89,1,0.25751,12,0
0,0,0,48.74,1,0,1,0,6.6,8.89,1,0.25751,15,1
0,0,0,45.85,0,0,1,0,6.6,8.89,1,0.25751,13,1
0,0,0,45.21,1,0,1,0,6.6,8.89,1,0.25751,13,1
1,0,0,58.67,0,0,0,0,6.6,8.89,1,0.25751,16,0
1,0,0,41.9,1,0,1,0,6.8,8.89,1.5,0.25751,12,1
0,0,0,64.17,0,0,0,0,6.8,8.89,1.5,0.25751,12,0
1,0,1,42.18,0,0,1,0,6.8,8.89,1.5,0.25751,12,0
1,0,0,56.99,0,0,1,0,6.8,8.89,1.5,0.25751,12,0
0,0,0,40.32,0,0,1,0,6.8,8.89,1.5,0.25751,12,0
1,0,0,48.71,0,0,1,0,7.7,8.89,1.8,0.25751,13,0
1,0,0,47.41,0,0,1,0,7.7,8.89,1.8,0.25751,12,0
0,0,1,49.63,0,0,1,0,7.7,8.89,1.8,0.25751,13,1
1,0,0,61.57,0,0,1,0,7.7,8.89,1.8,0.25751,13,1
1,0,0,46.7,0,0,1,0,7.7,8.89,1,0.25751,12,0
0,0,1,51.72,0,0,1,0,7.7,8.89,1,0.25751,12,0
1,0,0,57.03,0,0,1,0,7.7,8.89,1,0.25751,16,0
0,0,0,41.09,0,0,1,0,7.7,8.89,1,0.25751,12,1
1,1,0,50.28,0,0,1,0,7.7,8.89,1,0.25751,13,0
1,0,0,63.79,0,0,0,0,7.7,8.89,1,0.25751,14,0
0,0,1,43.27,0,0,1,0,6.6,8.89,0.8,0.25751,12,0
1,0,0,62.23,0,0,1,0,6.6,8.89,0.8,0.25751,13,0
1,0,1,50.46,0,0,1,0,6.6,8.89,0.8,0.25751,12,0
0,0,1,46.64,0,0,1,0,6.6,8.89,0.8,0.25751,17,0
0,0,0,33.52,0,1,1,0,6.6,8.89,0.8,0.25751,12,0
0,0,1,42.24,0,0,1,0,6.6,8.89,0.8,0.25751,14,1
0,0,0,49.02,0,1,1,0,6.6,8.89,0.8,0.25751,12,1
1,0,0,53.74,0,0,1,0,6.8,8.89,2,0.25751,17,0
1,0,0,44.36,0,0,1,0,6.8,8.89,2,0.25751,12,0
1,0,1,42.7,0,0,1,0,6.8,8.89,2,0.25751,12,1
1,0,0,37.95,0,0,0,0,6.8,8.89,2,0.25751,12,0
1,0,1,39.57,0,0,0,0,6.8,8.89,2,0.25751,12,0
0,0,0,59.69,0,0,0,0,6.8,8.89,2,0.25751,15,0
1,0,1,40.31,0,0,1,0,6.8,8.89,2,0.25751,15,0
1,0,1,47.85,0,0,1,0,6.8,8.89,2,0.25751,12,0
0,0,1,45.48,0,0,1,0,6.8,8.89,2,0.25751,13,0
1,0,0,55.77,0,0,1,0,3.9,8.89,2,0.25751,12,1
1,0,0,56.61,1,1,1,0,3.9,8.89,2,0.25751,15,1
1,0,0,48.55,0,0,1,0,3.9,8.89,2,0.25751,12,1
1,0,0,48.91,0,0,1,0,3.9,8.89,2,0.25751,15,0
1,0,0,56.14,0,0,1,0,6.8,8.89,0.5,0.25751,16,1
0,0,0,59.79,1,1,1,0,6.8,8.89,0.5,0.25751,13,1
1,0,0,56.74,1,1,1,0,6.8,8.89,0.5,0.25751,16,0
1,1,0,43.74,1,0,1,0,6.8,8.89,0.5,0.25751,13,0
0,0,0,57.52,0,0,1,0,6.8,8.89,0.5,0.25751,16,1
0,0,0,44.86,0,0,1,0,6.8,8.89,0.5,0.25751,16,1
0,0,0,60.51,1,0,1,0,6.8,8.89,0.5,0.25751,15,0
0,0,1,63.63,1,0,0,0,6.8,8.89,0.5,0.25751,15,1
1,0,0,62.83,1,1,1,0,6.8,8.89,0.5,0.25751,16,1
0,0,1,54.94,1,0,0,0,6.1,8.89,3.5,0.25751,14,0
1,0,1,45.58,0,0,0,0,6.1,8.89,3.5,0.25751,12,0
0,0,1,45.52,0,0,1,0,6.1,8.89,3.5,0.25751,12,1
0,0,0,48.32,0,0,1,0,6.1,8.89,3.5,0.25751,13,0
0,0,1,53.94,0,0,1,0,6.1,8.89,3.5,0.25751,13,1
0,0,0,41.37,0,0,0,0,6.1,8.89,3.5,0.25751,15,0
1,0,0,47.14,0,0,1,0,6.1,8.89,3.5,0.25751,12,0
1,0,1,49.91,0,0,1,0,3.9,8.89,3,0.25751,12,1
1,0,0,61.96,1,0,1,0,3.9,8.89,3,0.25751,17,1
0,0,0,63.24,1,1,1,0,3.9,8.89,3,0.25751,16,1
0,0,1,51.72,0,0,1,0,3.9,8.89,3,0.25751,13,1
0,0,0,59.12,1,0,1,0,3.9,8.89,3,0.25751,15,1
1,0,0,60.24,1,1,1,0,3.9,8.89,3,0.25751,17,1
0,0,1,43.26,0,0,1,0,6.4,8.89,1.5,0.25751,13,0
1,0,1,46.63,0,0,1,0,6.4,8.89,1.5,0.25751,12,1
1,0,1,61.79,0,0,1,0,6.4,8.89,1.5,0.25751,12,0
1,0,0,46.14,1,0,1,0,6.4,8.89,1.5,0.25751,16,1
0,0,1,43.53,0,0,1,0,6.4,8.89,1.5,0.25751,13,0
0,0,1,43.99,1,1,1,0,5.3,8.89,2.5,0.25751,13,1
1,0,1,46.38,0,0,1,0,5.3,8.89,2.5,0.25751,16,1
0,0,1,53.27,0,0,1,0,5.3,8.89,2.5,0.25751,16,1
1,0,0,62.76,0,0,0,0,5.3,8.89,2.5,0.25751,16,1
0,0,0,49.97,0,0,1,0,5.3,8.89,2.5,0.25751,15,1
1,0,0,46.03,0,0,1,0,5.3,8.89,2.5,0.25751,13,1
0,0,0,61.6,0,0,1,0,5.3,8.89,2.5,0.25751,12,0
0,0,0,57.95,1,1,0,0,5.3,8.89,2.5,0.25751,13,0
1,0,1,41.77,0,0,1,0,10.1,8.89,1.3,0.25751,17,1
0,0,0,42.84,0,0,1,0,10.1,8.89,1.3,0.25751,13,1
0,0,0,59.26,0,0,1,0,10.1,8.89,1.3,0.25751,15,1
0,0,0,47.29,0,0,1,0,10.1,8.89,1.3,0.25751,14,1
1,0,0,57.52,0,0,1,0,10.1,8.89,1.3,0.25751,14,1
0,0,0,42.48,0,0,1,0,10.1,8.89,1.3,0.25751,12,1
0,0,0,49.15,0,0,0,0,10.1,8.89,1.3,0.25751,18,0
1,0,0,61.22,0,1,1,0,10.1,8.89,1.3,0.25751,12,0
0,0,0,54.73,0,0,1,0,10.1,8.89,1.3,0.25751,15,0
0,0,0,54.68,1,0,0,0,10.1,8.89,1.3,0.25751,12,1
1,1,0,59.34,0,0,0,0,5.1,8.89,0.5,0.25751,15,1
1,0,1,45.04,0,0,1,0,13.1,8.89,1.9,0.25751,12,0
1,0,0,58.47,0,0,1,0,13.1,8.89,1.9,0.25751,15,1
0,0,1,45.11,0,0,1,0,13.1,8.89,1.9,0.25751,12,0
1,0,0,51.04,0,0,1,0,13.1,8.89,1.9,0.25751,13,0
1,0,0,61.04,0,0,1,0,9.2,8.89,3,0.25751,12,1
0,0,0,66.38,1,0,1,0,9.2,8.89,3,0.25751,17,1
0,0,0,60.1,1,1,1,0,9.2,8.89,3,0.25751,13,1
1,0,0,57.54,1,1,1,0,9.2,8.89,3,0.25751,16,1
0,0,0,55.41,1,0,1,0,9.2,8.89,3,0.25751,15,1
0,0,0,50.5,0,0,1,0,9.2,8.89,3,0.25751,14,1
0,0,0,44.49,1,0,1,0,9.2,8.89,3,0.25751,14,1
1,0,0,47.67,0,0,1,0,9.2,8.89,3,0.25751,12,0
1,0,0,49.31,0,0,1,0,9.2,8.89,3,0.25751,14,1
1,0,0,50.13,0,0,1,0,6.6,8.89,1.5,0.25751,12,0
1,0,0,37.35,0,0,1,0,6.6,8.89,1.5,0.25751,15,1
1,0,1,35.66,0,0,0,0,6.6,8.89,1.5,0.25751,12,0
0,0,0,58.82,0,0,0,0,6.6,8.89,1,0.25751,13,0
0,0,1,48.94,0,0,1,0,6.6,8.89,1,0.25751,13,1
0,0,0,57.1,0,0,1,0,6.6,8.89,1,0.25751,13,1
1,0,0,55.72,1,0,0,0,6.6,8.89,1,0.25751,12,1
1,0,0,58.62,1,0,1,0,6.6,8.89,1,0.25751,16,1
1,0,0,43.75,0,0,0,0,6.8,8.89,4,0.25751,14,0
1,0,0,59.01,0,0,1,0,6.8,8.89,4,0.25751,13,0
0,0,0,48.09,0,0,1,0,6.8,8.89,4,0.25751,14,0
1,0,0,51.56,0,0,0,0,6.8,8.89,4,0.25751,12,0
1,0,0,38.77,0,0,1,0,6.8,8.89,4,0.25751,12,0
0,0,0,48.38,0,0,1,0,6.8,8.89,4,0.25751,12,0
1,0,0,53.24,0,0,1,0,6.8,8.89,4,0.25751,16,1
1,0,0,42.1,0,0,1,1,10.9,8.89,0.1,0.25751,13,0
0,0,0,52.53,0,0,1,1,10.9,8.89,0.1,0.25751,13,1
1,1,0,36.18,0,0,0,1,10.9,8.89,0.1,0.25751,12,0
1,0,0,35.5,0,0,0,1,6.4,8.89,0.5,0.25751,15,0
0,0,1,48.57,0,0,1,1,6.4,8.89,0.5,0.25751,12,0
0,0,0,54.93,0,0,1,1,6.4,8.89,0.5,0.25751,15,0
1,0,1,59.81,0,0,1,1,6.4,8.89,0.5,0.25751,16,0
0,0,0,50.6,1,1,0,0,6.4,8.89,0.1,0.25751,16,1
1,0,0,42.07,0,0,1,0,6.6,8.89,0.6,0.25751,13,0
1,0,0,58.15,1,0,1,0,6.6,8.89,0.6,0.25751,18,1
1,0,0,56.52,1,0,1,0,6.6,8.89,0.6,0.25751,15,1
1,0,0,61.77,1,0,1,0,6.6,8.89,0.6,0.25751,12,1
1,0,0,47.41,0,0,1,0,6.6,8.89,0.6,0.25751,15,0
1,0,0,57.44,0,0,1,0,6.6,8.89,0.6,0.25751,16,1
0,0,0,59.88,1,0,1,0,6.6,8.89,0.6,0.25751,17,1
1,0,0,51.25,1,0,0,0,6.6,8.89,0.6,0.25751,16,0
1,0,0,58.92,1,0,1,0,6.6,8.89,0.6,0.25751,15,1
1,0,0,61.43,1,1,1,0,4.3,8.89,1.2,0.25751,16,1
0,0,0,63.57,0,0,1,0,4.3,8.89,1.2,0.25751,12,0
1,0,0,41.86,0,0,1,0,4.3,8.89,1.2,0.25751,12,0
0,0,1,53.78,0,0,1,0,4.3,8.89,1.2,0.25751,16,0
0,0,0,35.66,1,1,1,0,4.3,8.89,1.2,0.25751,12,1
0,0,0,49.93,0,0,1,0,4.3,8.89,1,0.25751,15,1
1,0,0,55.18,0,0,1,0,4.3,8.89,1,0.25751,14,0
1,0,1,43.1,0,0,1,0,4.3,8.89,1,0.25751,14,0
0,0,0,61.66,0,0,1,0,4.3,8.89,1,0.25751,16,1
1,0,0,60.94,0,0,1,0,4.3,8.89,1,0.25751,16,1
1,0,1,43.3,0,0,1,0,8,8.89,3.5,0.25751,15,1
0,0,1,47.37,0,1,0,0,8,8.89,3.5,0.25751,12,0
0,0,1,50.78,0,0,1,0,8,8.89,3.5,0.25751,15,1
0,0,0,62.64,0,0,1,0,8,8.89,3.5,0.25751,15,0
1,0,0,56.71,1,0,1,0,8,8.89,3.5,0.25751,16,1
1,0,0,50.03,1,0,1,0,7.1,8.89,2.8,0.25751,14,1
0,0,0,59.39,0,0,1,0,7.1,8.89,2.8,0.25751,15,0
1,0,1,44.08,0,0,0,0,7.1,8.89,2.8,0.25751,12,0
1,0,0,46.35,0,0,1,0,7.1,8.89,2.8,0.25751,12,0
1,0,0,43.92,0,0,1,0,7.1,8.89,2.8,0.25751,15,0
1,0,0,56.62,0,0,1,0,7.1,8.89,2.8,0.25751,16,0
0,1,0,34.18,0,1,1,0,6.6,8.89,0.6,0.25751,13,1
1,1,0,43.65,0,0,1,0,6.6,8.89,0.6,0.25751,12,0
1,1,0,50.23,0,1,1,0,6.6,8.89,0.6,0.25751,17,1
1,1,0,41.85,1,0,0,0,6.6,8.89,0.6,0.25751,15,0
1,1,0,40.57,0,0,1,0,6.6,8.89,0.6,0.25751,14,0
1,1,0,34.5,0,0,1,0,6.6,8.89,0.6,0.25751,12,0
1,0,0,55.99,0,0,1,0,7.7,8.89,0.8,0.25751,15,0
1,0,0,48.77,0,0,0,0,7.7,8.89,0.8,0.25751,13,0
1,0,1,49.11,1,0,1,0,7.7,8.89,0.8,0.25751,13,0
0,0,0,59.8,0,0,1,0,7.7,8.89,0.8,0.25751,16,1
1,0,0,46.78,0,0,1,1,7.2,8.89,0.3,0.25751,12,0
0,0,0,62.39,0,0,1,1,7.2,8.89,0.3,0.25751,12,0
0,0,0,57.33,0,1,1,1,7.2,8.89,0.3,0.25751,12,0
0,0,0,57.95,0,0,1,0,12.9,8.89,6.2,0.25751,12,0
0,0,0,48.77,1,0,1,0,12.9,8.89,6.2,0.25751,13,0
0,1,0,32.46,0,0,0,0,6.6,8.89,0.7,0.25751,12,0
1,1,0,43.77,0,0,0,0,6.6,8.89,0.7,0.25751,13,0
1,1,0,37.81,0,0,0,0,6.6,8.89,0.7,0.25751,12,0
0,0,0,45.22,1,0,1,1,4.3,8.89,0.6,0.25751,14,0
0,0,0,52.02,0,0,1,1,4.3,8.89,0.6,0.25751,14,0
1,0,0,41.28,0,0,1,1,4.3,8.89,0.6,0.25751,14,1
0,0,0,35.19,0,0,1,1,4.3,8.89,0.6,0.25751,14,1
0,0,0,44.91,0,0,0,1,4.3,8.89,0.6,0.25751,12,1
1,0,0,53.14,1,1,1,1,4.3,8.89,0.6,0.25751,13,1
1,0,1,55.01,0,0,1,1,4.3,8.89,0.6,0.25751,14,0
0,0,0,57.45,1,0,1,1,4.3,8.89,0.6,0.25751,16,1
1,1,0,43.86,0,0,1,1,6.6,8.89,0.5,0.25751,15,1
1,1,0,34.08,0,0,1,1,6.6,8.89,0.5,0.25751,12,0
1,1,0,46.68,0,0,1,1,6.6,8.89,0.5,0.25751,15,0
0,1,0,44.69,0,0,1,1,6.6,8.89,0.5,0.25751,12,0
1,1,0,36.27,0,0,1,1,6.6,8.89,0.5,0.25751,12,0
1,0,1,47.28,1,1,1,0,9,8.89,0.3,0.25751,14,0
1,0,0,61.75,0,0,1,0,9,8.89,0.3,0.25751,15,0
1,0,0,55.9,0,0,0,0,9,8.89,0.3,0.25751,12,0
1,0,0,50.52,0,0,0,0,9,8.89,0.3,0.25751,13,0
1,0,0,52.75,0,1,1,0,9,8.89,0.3,0.25751,12,1
0,0,0,57.87,0,1,1,1,7.7,8.89,0.4,0.25751,17,1
1,0,1,37.12,0,0,1,1,7.7,8.89,0.4,0.25751,12,0
1,0,0,55.16,0,0,1,1,7.7,8.89,0.4,0.25751,12,0
0,0,0,53.02,1,0,1,1,6.6,8.89,0.3,0.25751,16,0
1,0,0,45.39,1,0,1,1,6.6,8.89,0.3,0.25751,14,0
0,0,1,45.37,1,0,1,1,6.6,8.89,0.3,0.25751,12,1
1,0,0,53.69,0,0,1,1,6.6,8.89,0.3,0.25751,15,0
1,0,0,63.26,0,0,1,1,6.6,8.89,0.3,0.25751,16,0
1,1,0,39.91,0,0,1,1,6.6,8.89,0.3,0.25751,12,0
1,1,0,49.51,0,1,1,1,6.6,8.89,0.3,0.25751,15,0
0,0,1,38.02,0,0,1,1,6.6,8.89,0.6,0.25751,12,0
0,0,1,50.09,0,0,1,1,6.6,8.89,0.6,0.25751,13,0
1,1,0,40.93,0,0,0,1,6.6,8.89,0.6,0.25751,13,0
1,0,1,56.52,0,0,1,1,6.6,8.89,0.6,0.25751,12,1
0,0,1,51.49,0,0,1,1,6.6,8.89,0.6,0.25751,14,0
0,0,0,35.77,0,0,0,1,6.6,8.89,0.6,0.25751,12,0
1,0,1,37.43,0,0,1,1,6.6,8.89,0.6,0.25751,13,0
0,0,1,42.96,0,0,1,1,6.6,8.89,0.6,0.25751,12,0
0,0,1,44.88,0,0,0,1,6.6,8.89,0.6,0.25751,12,0
0,0,0,63.07,0,1,1,0,3.9,8.89,1.2,0.25751,12,1
0,0,0,61.29,0,0,1,0,3.9,8.89,1.2,0.25751,14,1
0,0,1,38.99,0,0,0,0,3.9,8.89,1.2,0.25751,13,0
1,0,0,57.58,0,0,1,0,3.9,8.89,1.2,0.25751,12,1
1,0,0,41.57,1,0,1,0,3.9,8.89,1.2,0.25751,12,0
1,0,0,37.31,0,0,0,0,3.9,8.89,1.2,0.25751,12,0
0,0,0,57.7,1,0,1,0,3.9,8.89,1.2,0.25751,12,1
1,1,0,51.71,0,0,1,1,6.8,8.89,0.4,0.25751,13,0
1,0,0,64.17,1,1,1,1,6.8,8.89,0.4,0.25751,16,1
0,0,0,56.09,1,1,1,1,6.8,8.89,0.4,0.25751,14,1
1,0,0,56.17,0,0,1,1,6.8,8.89,0.4,0.25751,12,1
0,0,0,50.83,0,0,1,1,6.8,8.89,0.4,0.25751,16,0
1,1,0,34.69,0,0,0,0,8.2,8.89,5,0.25751,12,0
1,0,0,45.52,0,0,1,0,8.2,8.89,5,0.25751,16,1
1,0,0,64.75,0,0,1,0,8.2,8.89,5,0.25751,12,0
1,0,0,58.51,1,0,1,0,8.2,8.89,5,0.25751,12,0
1,0,1,41.15,0,0,0,0,6.1,8.41,0.8,0.69284,12,0
1,0,1,48.93,0,0,1,0,6.1,8.41,0.8,0.69284,14,0
1,0,1,43.03,0,0,1,0,6.1,8.41,0.8,0.69284,12,0
1,0,0,60.45,1,0,1,0,11.9,8.41,20,0.69284,16,1
1,0,1,39.3,0,0,0,0,11.9,8.41,20,0.69284,15,0
1,0,1,47.9,0,0,1,0,11.9,8.41,20,0.69284,14,0
1,1,0,43.64,0,0,0,0,11.9,8.41,20,0.69284,13,0
0,0,1,52.02,0,0,1,0,8.9,8.32,0.2,0.49538,12,0
1,0,1,45.51,0,0,1,0,8.9,8.32,0.2,0.49538,13,0
1,0,1,46.61,0,1,1,0,8.9,8.32,0.2,0.49538,12,0
1,0,1,47.6,1,0,1,0,8.9,8.32,0.2,0.49538,16,0
1,0,1,52.82,0,0,1,0,8.9,8.32,0.2,0.49538,13,0
0,0,1,58.48,0,1,1,0,8.9,8.32,0.2,0.49538,14,0
1,0,1,42.44,0,1,0,1,5.6,9.55,0.3,0.806,13,0
0,0,1,45.85,0,0,1,1,5.6,9.55,0.3,0.806,12,0
1,0,1,35.96,0,0,1,1,5.6,9.55,0.3,0.806,12,0
1,0,0,40.31,0,0,1,1,5.6,9.55,0.3,0.806,12,1
1,0,1,39.59,0,0,0,1,5.6,9.55,0.3,0.806,12,0
0,0,1,38.9,0,0,0,1,5.6,9.55,0.3,0.806,12,0
1,0,1,45.25,0,0,1,1,5.6,9.55,0.3,0.806,12,0
1,0,1,40.43,0,0,0,0,12.3,8.41,6.5,0.69284,12,0
1,0,1,39.96,0,0,1,0,12.3,8.41,6.5,0.69284,15,0
0,0,1,51.54,0,0,1,0,12.3,8.41,6.5,0.69284,14,0
1,0,1,42.07,0,0,1,0,12.3,8.41,6.5,0.69284,16,1
1,0,1,36.92,0,0,1,0,12.3,8.41,6.5,0.69284,15,0
1,0,1,49.96,0,0,1,0,12.3,8.41,6.5,0.69284,16,0
1,0,1,40.61,0,0,1,0,8.1,8.32,3,0.49538,12,1
1,0,1,37.82,0,0,1,0,8.1,8.32,3,0.49538,12,0
0,0,1,52.59,0,0,1,0,8.1,8.32,3,0.49538,17,0
1,0,1,60.07,0,0,1,0,8.1,8.32,3,0.49538,12,0
0,0,1,62.14,0,0,1,0,8.1,8.32,3,0.49538,16,0
0,0,0,54.56,0,0,1,0,8.1,8.32,3,0.49538,12,1
0,0,1,38.28,0,0,1,0,8.1,8.32,3,0.49538,12,0
1,0,1,46.06,0,0,1,0,8.1,8.32,3,0.49538,12,0
0,0,1,52.35,0,0,0,0,8.1,8.32,3,0.49538,13,0
1,0,1,39.25,0,0,1,0,8.1,8.32,3,0.49538,14,0
1,0,1,37.44,0,0,1,0,8.1,8.32,3,0.49538,13,0
1,0,1,43.87,1,0,1,0,8.1,8.32,3,0.49538,12,0
1,0,1,50.41,0,0,1,0,5.9,8.41,2.5,0.69284,14,0
1,0,1,51.96,0,1,1,0,6.3,8.32,0.1,0.49538,14,0
0,0,1,56.22,0,0,1,0,6.3,8.32,0.1,0.49538,12,0
1,0,1,51.71,0,0,1,0,6.3,8.32,0.1,0.49538,16,1
0,0,1,36.49,0,0,0,0,7.1,9.55,10,0.806,12,0
1,0,0,48.2,0,0,1,0,7.1,9.55,10,0.806,15,0
1,0,1,42.38,0,0,1,0,7.1,9.55,10,0.806,12,0
1,0,1,58.02,0,0,0,0,11.6,8.32,6,0.49538,16,0
1,0,0,45.42,0,0,1,0,11.6,8.32,6,0.49538,12,0
1,0,1,55.25,1,0,1,0,11.6,8.32,6,0.49538,16,1
1,0,1,49.89,0,0,1,0,11.6,8.32,6,0.49538,12,0
0,0,1,37.07,0,0,1,0,11.6,8.32,6,0.49538,12,0
0,0,0,61.64,0,0,0,0,11.6,8.32,6,0.49538,15,0
1,0,0,54.45,0,0,0,0,11.6,8.32,6,0.49538,12,0
1,0,1,56.71,0,0,0,0,11.6,8.32,6,0.49538,13,0
1,0,1,58.68,0,0,1,0,11.6,8.32,6,0.49538,16,0
0,0,1,59.12,1,0,1,0,11.6,8.32,6,0.49538,16,0
1,0,1,43.28,0,0,1,0,11.6,8.32,6,0.49538,14,0
1,0,1,45.19,0,0,1,0,11.2,8.32,0,0.49538,13,0
1,0,1,48.6,0,0,1,0,11.2,8.32,0,0.49538,13,0
1,0,1,47.87,1,0,1,0,11.2,8.32,0,0.49538,16,0
1,0,0,47.87,0,0,1,0,11.2,8.32,0,0.49538,12,0
0,0,1,38.31,0,0,1,0,11.2,8.32,0,0.49538,13,0
1,0,1,39,0,0,1,0,11.2,8.32,0,0.49538,12,0
1,0,1,54.55,0,0,1,0,11.2,8.32,0,0.49538,13,0
1,0,1,44.33,0,0,1,0,11.2,8.32,0,0.49538,12,0
0,0,1,51.3,0,0,1,0,11.2,8.32,0,0.49538,14,0
0,0,1,48.4,0,0,1,0,11.2,8.32,0,0.49538,13,0
0,0,0,40.91,0,0,0,0,8,8.41,7,0.69284,12,0
0,0,1,51.97,0,0,1,0,8,8.41,7,0.69284,12,0
0,0,1,44.83,0,0,1,0,8,8.41,7,0.69284,12,0
1,0,0,48.41,0,0,1,0,8,8.41,7,0.69284,12,0
1,0,1,45.27,0,0,1,0,8,8.41,7,0.69284,12,0
1,0,0,50.85,0,0,0,0,8,8.41,7,0.69284,13,1
0,0,1,47.78,1,0,1,0,8,8.41,7,0.69284,13,0
1,0,0,59.46,1,1,1,0,8,8.41,7,0.69284,12,1
1,0,1,46.7,0,0,1,0,8,8.41,7,0.69284,12,0
1,0,1,43.41,0,0,1,0,8,8.41,7,0.69284,13,0
0,0,0,59.42,1,0,1,0,8,8.41,7,0.69284,15,0
0,0,1,51.04,0,0,0,0,8,8.41,7,0.69284,13,0
0,0,0,62.21,0,0,1,1,6.1,8.41,0.6,0.69284,14,0
0,0,0,45.31,0,0,1,1,6.1,8.41,0.6,0.69284,12,0
1,1,0,33.58,0,0,1,1,6.1,8.41,0.6,0.69284,14,0
1,0,0,48.47,0,0,1,1,6.1,8.41,0.6,0.69284,12,0
0,0,0,52.41,1,0,1,1,6.1,8.41,0.6,0.69284,13,0
1,0,1,56.08,0,0,1,1,6.1,8.41,0.6,0.69284,14,0
1,0,1,39.03,0,0,1,1,6.1,8.41,0.6,0.69284,13,0
0,0,1,39.77,1,0,0,0,11.2,8.32,2.5,0.49538,12,0
1,0,1,41.13,0,0,1,0,11.2,8.32,2.5,0.49538,12,0
0,0,1,45.6,0,0,1,0,11.2,8.32,2.5,0.49538,12,0
1,0,1,43.72,0,0,1,0,11.2,8.32,2.5,0.49538,12,0
